job id, number of items, reward, weight, ratio, cancellation
23532,7,90.68,19.84,4.5705643,false
22243,6,83.13,18.19,4.570093,false
21148,11,200.53,43.879997,4.569964,false
18137,7,88.909996,19.46,4.568859,false
17107,4,55.74,12.200001,4.5688524,false
22669,13,151.54,33.17,4.5685863,false
27957,11,131.47,28.779999,4.5681033,false
16724,11,137.15999,30.029999,4.5674324,true
21745,15,196.94,43.12,4.5672545,false
27792,9,99.51,21.79,4.566774,false
25822,11,151.01,33.07,4.5663743,false
12375,6,80.77,17.689999,4.5658565,true
17787,9,119.52999,26.18,4.5656986,true
23885,9,117.93001,25.829998,4.565622,false
25372,8,101.38,22.21,4.5646105,false
17857,16,177.88,38.97,4.5645366,true
27242,7,85.99,18.84,4.5642247,false
27623,4,44.079998,9.66,4.563147,false
20841,7,83.229996,18.239998,4.5630484,false
14072,7,97.4,21.35,4.562061,true
19183,7,97.399994,21.349998,4.562061,true
27372,7,97.399994,21.349998,4.562061,true
21298,13,135.56999,29.720001,4.5615745,true
28960,13,200.61,43.98,4.561392,false
19795,12,152.88998,33.52,4.5611567,false
19863,17,272.24,59.689995,4.5608983,false
15249,6,59.739998,13.1,4.560305,false
11464,3,29.869999,6.55,4.560305,false
11609,9,113.34,24.86,4.5591307,false
14334,6,83.34,18.28,4.5590806,false
11494,11,155.22998,34.05,4.5588837,false
13674,8,87.34,19.16,4.558455,false
29948,9,108.06,23.71,4.557571,false
24372,9,108.06,23.71,4.557571,false
15998,10,133.17,29.220001,4.5574946,true
11298,8,121.82,26.73,4.557426,false
29612,10,140.57,30.849998,4.5565643,true
22076,3,47.79,10.49,4.5557675,false
27467,12,131.23999,28.809998,4.5553627,false
13535,3,46.18,10.139999,4.5542407,false
11386,7,92.72,20.36,4.5540276,true
18245,7,92.72,20.36,4.5540276,true
15820,14,185.44,40.72,4.5540276,true
25942,10,148.54001,32.62,4.5536485,false
20379,8,109.899994,24.14,4.5526094,false
18603,8,107.42999,23.6,4.5521183,false
27529,4,51.89,11.4,4.5517545,false
26136,14,238.51001,52.4,4.5517178,false
23628,12,115.84,25.449999,4.55167,false
16218,15,197.45,43.379997,4.5516367,false
25073,17,250.41998,55.019997,4.551436,false
13625,9,120.52,26.48,4.5513597,false
18554,15,192.62,42.33,4.5504365,false
17711,5,89.490005,19.67,4.549568,false
11461,8,100.62999,22.119999,4.5492764,false
23968,16,190.51999,41.88,4.5491877,false
23897,16,209.34,46.02,4.5488915,true
14254,6,92.159996,20.26,4.5488644,false
23095,18,245.40997,53.95,4.548841,true
12526,8,111.69,24.560001,4.5476384,false
19180,13,184.12,40.489998,4.5472956,true
23908,9,118.490005,26.06,4.5468154,false
22805,9,124.26,27.329998,4.5466523,false
24079,12,186.73,41.07,4.5466275,false
17460,13,142.62,31.37,4.5463815,true
10385,8,95.47,21.0,4.5461907,false
29328,12,172.93,38.039997,4.5460043,false
18205,11,140.33,30.869999,4.5458374,false
10249,13,175.25998,38.559998,4.545124,false
14908,13,138.08,30.380001,4.5450954,true
26106,10,110.06999,24.22,4.544591,true
19918,9,101.979996,22.439999,4.5445633,false
20160,20,264.13,58.120003,4.544563,true
10467,9,59.17,13.02,4.5445466,true
27023,9,118.92999,26.17,4.5445166,true
19107,20,254.56998,56.02,4.5442696,true
16515,3,50.35,11.08,4.544224,false
24804,12,149.14,32.82,4.5441804,false
25911,22,265.74002,58.48,4.544118,true
24190,10,169.63,37.329998,4.544067,false
18186,12,219.21,48.25,4.5432124,true
12317,9,77.869995,17.14,4.543174,false
22514,13,180.18,39.660004,4.543116,false
14878,16,229.62,50.550003,4.542433,false
21339,5,79.81,17.57,4.542402,false
28108,9,158.38,34.87,4.5420136,true
27877,11,130.31,28.69,4.5420003,true
14314,15,239.62,52.76,4.5416985,false
19583,8,155.95999,34.34,4.541642,false
17563,14,181.56,39.98,4.5412707,false
13058,10,121.06999,26.660002,4.54126,false
23075,13,156.62,34.489998,4.5410266,false
25628,12,179.49,39.53,4.540602,true
28208,9,141.53,31.17,4.5405836,true
27479,5,67.88,14.95,4.540468,false
22635,6,81.270004,17.9,4.5402236,false
25520,6,78.5,17.29,4.5401964,false
19867,7,86.84,19.13,4.539467,false
25328,6,66.59,14.669999,4.5391955,false
27173,16,263.83002,58.13,4.5386205,false
25987,12,165.25,36.41,4.5385885,false
27987,10,122.659996,27.029999,4.537921,false
14122,9,135.59,29.880001,4.5378175,true
19580,11,139.58,30.76,4.537711,false
22118,10,135.70999,29.91,4.537278,false
11035,6,79.4,17.5,4.5371428,false
22293,23,255.20999,56.25,4.5370665,true
21107,5,68.19,15.03,4.5369263,false
26406,11,121.09,26.69,4.536905,true
25498,12,144.85999,31.93,4.536799,true
27517,9,126.62,27.91,4.5367255,false
14747,4,50.219997,11.07,4.5365853,false
12297,9,108.689995,23.96,4.5363107,false
25696,9,108.69,23.96,4.5363107,false
14789,14,171.01,37.699997,4.5360746,false
19332,9,124.1,27.36,4.5358186,false
28608,9,108.72,23.970001,4.5356693,false
16092,13,160.65999,35.43,4.534575,false
23332,11,127.59999,28.14,4.53447,false
27652,5,65.38,14.42,4.5339804,false
11830,15,156.81999,34.59,4.53368,false
14212,3,41.07,9.06,4.5331125,false
29723,3,41.07,9.06,4.5331125,false
10681,11,168.04001,37.07,4.533046,false
20235,10,121.25,26.75,4.53271,false
29951,5,55.019997,12.14,4.532125,false
23194,5,55.019997,12.139999,4.532125,false
28460,5,55.019997,12.14,4.532125,false
22043,5,55.019997,12.14,4.532125,false
20165,11,121.95,26.91,4.5317726,false
24139,10,112.61,24.85,4.5315895,false
24406,12,116.22,25.649998,4.5309944,true
26235,5,61.98,13.68,4.5307016,false
21894,6,73.81999,16.3,4.528834,false
26036,6,73.81999,16.3,4.528834,false
22993,10,116.3,25.679998,4.5288167,false
16797,10,130.92,28.91,4.528537,false
29149,8,103.380005,22.829998,4.528253,false
13709,7,75.88,16.76,4.5274463,false
14669,10,124.86,27.580002,4.5271935,false
27157,7,115.909996,25.61,4.525966,false
29499,5,67.479996,14.91,4.525821,false
10378,10,125.38999,27.710001,4.5250807,true
11467,9,127.740005,28.23,4.524974,true
16105,14,181.18,40.05,4.523845,false
29132,6,58.940002,13.03,4.523408,false
15006,5,69.84,15.440001,4.523316,false
16426,5,69.84,15.440001,4.523316,false
23507,5,69.84,15.440001,4.523316,false
20564,5,69.84,15.440001,4.523316,false
13529,5,54.32,12.01,4.5228972,false
21939,6,83.31,18.42,4.522801,true
25782,14,186.7,41.28,4.5227714,false
11992,11,170.55002,37.71,4.5226736,false
14186,14,177.28,39.2,4.522449,true
27222,7,96.77999,21.4,4.5224295,true
15051,7,96.77999,21.4,4.5224295,true
28026,8,106.130005,23.470001,4.521943,false
26141,17,239.88,53.05,4.521772,false
29527,13,180.98997,40.03,4.5213585,false
10756,5,60.81,13.45,4.5211897,false
21447,7,89.729996,19.85,4.520403,false
11400,8,109.520004,24.23,4.5200167,true
10258,7,96.05,21.25,4.52,false
10383,13,165.72,36.67,4.5192256,false
15364,10,124.49,27.550001,4.518693,false
16589,11,166.06,36.75,4.5186396,false
25264,9,120.19,26.599998,4.518421,false
16984,9,122.26,27.060001,4.518108,true
22109,13,141.26999,31.27,4.5177484,false
24779,14,173.09999,38.32,4.5172234,false
16338,15,198.53,43.949997,4.517179,false
20859,11,148.47,32.87,4.516885,true
16085,9,128.76999,28.51,4.51666,false
20484,8,97.1,21.5,4.516279,false
17202,13,166.56,36.879997,4.516269,true
23819,7,79.979996,17.71,4.516093,true
29494,16,163.12,36.120003,4.516057,true
23447,13,182.13,40.33,4.515993,true
16140,8,81.82,18.12,4.5154524,true
23072,16,187.34,41.489998,4.515305,false
10189,5,54.589996,12.09,4.5153017,false
25423,2,32.96,7.3,4.515068,false
16645,10,131.61,29.149998,4.514923,false
15886,9,106.189995,23.52,4.5148807,true
17084,16,206.39998,45.72,4.5144353,false
18160,10,133.70999,29.62,4.514179,false
20238,16,220.65,48.88,4.514116,false
23593,11,133.88,29.659998,4.513824,false
21287,7,118.06,26.16,4.5129967,false
19937,6,99.990005,22.16,4.5121846,false
12592,12,171.19,37.94,4.5121245,true
19455,4,52.42,11.62,4.5111876,false
12950,2,26.21,5.81,4.5111876,false
21364,4,52.42,11.62,4.5111876,false
29533,6,78.63,17.43,4.5111876,true
13186,2,26.21,5.81,4.5111876,false
11374,4,52.42,11.62,4.5111876,false
11625,6,78.63,17.43,4.5111876,true
10846,4,52.42,11.62,4.5111876,false
25230,4,52.42,11.62,4.5111876,false
13098,2,26.21,5.81,4.5111876,false
14187,4,52.42,11.62,4.5111876,false
21653,2,26.21,5.81,4.5111876,false
25786,2,26.21,5.81,4.5111876,false
18302,6,78.63,17.43,4.5111876,true
26317,2,26.21,5.81,4.5111876,false
24732,6,78.63,17.43,4.5111876,true
23571,4,52.42,11.62,4.5111876,false
28565,2,26.21,5.81,4.5111876,false
24933,2,26.21,5.81,4.5111876,false
21068,2,26.21,5.81,4.5111876,false
25180,4,52.42,11.62,4.5111876,false
19552,4,52.42,11.62,4.5111876,false
17781,2,26.21,5.81,4.5111876,false
21529,2,26.21,5.81,4.5111876,false
20145,2,26.21,5.81,4.5111876,false
22095,10,131.04999,29.05,4.511187,true
29497,6,76.32,16.92,4.510638,false
14287,11,150.69,33.41,4.5103264,true
10148,10,113.549995,25.18,4.509531,false
12034,11,131.27,29.109999,4.509447,false
23330,10,133.79001,29.670002,4.5092688,false
20846,15,195.64,43.39,4.508873,true
19563,11,144.5,32.05,4.5085807,true
20321,8,134.75,29.89,4.508197,false
15475,21,270.39996,59.989998,4.5074177,true
20750,12,159.42,35.37,4.50721,false
27644,9,121.149994,26.88,4.507068,false
24781,6,70.44,15.63,4.506718,false
24294,15,201.43001,44.7,4.506264,false
11534,11,140.34999,31.149998,4.505618,false
21622,12,154.76001,34.350002,4.505386,false
12092,15,192.78,42.79,4.505258,true
18465,10,110.22,24.469997,4.5042915,false
16507,12,136.59,30.33,4.503462,false
17418,5,68.71,15.26,4.502621,false
21353,6,81.45,18.09,4.502487,false
27669,8,138.61,30.79,4.501786,true
19484,10,164.09,36.45,4.501783,false
26937,7,101.509995,22.55,4.501552,true
24909,9,130.94,29.09,4.501203,true
21650,14,179.63998,39.909996,4.5011277,false
25553,12,201.99998,44.88,4.5008907,true
17894,8,108.38,24.08,4.5008307,false
12264,6,82.5,18.33,4.5008183,false
12437,15,191.86,42.629997,4.5005865,false
28422,15,174.57,38.79,4.5003867,true
19011,10,142.59999,31.69,4.4998417,false
28194,12,155.78,34.62,4.499711,false
15686,10,130.3,28.96,4.4993095,true
26171,6,75.979996,16.89,4.49852,false
26222,4,45.21,10.049999,4.4985075,false
13996,7,114.21,25.39,4.4982276,false
15353,11,186.38,41.440002,4.4975867,false
11195,10,129.57,28.810001,4.497397,false
25895,10,160.64,35.72,4.4972005,false
11426,12,159.22,35.41,4.49647,true
18306,17,221.84,49.34,4.496149,false
24797,7,116.31,25.87,4.495941,false
19549,4,52.15,11.6,4.49569,false
29799,10,147.22,32.75,4.4952674,false
12061,13,166.04999,36.94,4.495127,false
17982,9,130.48,29.03,4.4946604,true
10555,4,51.989998,11.57,4.493518,true
18691,11,137.63,30.630001,4.493307,false
29847,12,163.68,36.43,4.493,false
26335,10,156.98001,34.940002,4.492845,true
22161,8,98.03,21.82,4.492667,false
25993,16,230.32,51.269997,4.492296,true
15947,9,119.509995,26.61,4.4911685,false
10955,13,179.73,40.019997,4.491005,true
27999,7,99.740005,22.21,4.4907703,false
21342,14,199.15999,44.35,4.4906425,false
24914,11,145.54001,32.41,4.4905896,true
13474,6,84.15,18.74,4.490395,false
15625,10,101.37999,22.58,4.4898133,true
22711,11,151.42,33.73,4.4891787,true
11636,16,250.19,55.739998,4.488518,true
28453,7,84.56,18.84,4.4883227,false
12464,7,84.560005,18.84,4.4883227,false
20690,10,134.38,29.939999,4.4883103,true
14872,10,134.38,29.939999,4.4883103,true
29918,10,134.38,29.939999,4.4883103,true
14361,15,224.26999,49.97,4.4880924,false
13051,3,26.029999,5.7999997,4.4879313,false
28241,8,117.0,26.07,4.4879174,true
13559,5,67.18,14.969999,4.4876423,false
23198,13,211.25,47.08,4.4870434,true
17471,7,66.36,14.790001,4.486815,true
12577,14,217.37,48.449997,4.486481,false
22448,17,215.3,47.99,4.486351,true
14295,10,105.06,23.42,4.4859095,false
24356,13,163.81999,36.519997,4.4857616,true
29225,5,64.409996,14.36,4.485376,false
28723,8,91.67,20.439999,4.4848337,false
29516,14,182.47998,40.69,4.4846396,false
26733,12,165.93,37.0,4.4845943,true
14458,10,120.77,26.93,4.4845896,false
26273,9,139.56,31.119999,4.4845757,true
15381,8,94.75,21.129997,4.484146,false
27119,8,108.17,24.130001,4.4828014,true
29170,8,108.17,24.130001,4.4828014,true
14903,15,182.4,40.69,4.4826736,true
20996,6,89.74,20.02,4.4825172,false
26872,20,245.73001,54.819996,4.4824886,false
13181,10,155.13,34.61,4.4822307,true
12951,19,235.58,52.559998,4.4821157,true
17333,9,133.10999,29.699999,4.4818177,false
16175,7,95.42999,21.3,4.4802814,true
24325,9,96.28,21.490002,4.480223,false
23600,6,82.479996,18.41,4.4801736,false
16212,14,169.25,37.780003,4.479883,true
24265,15,193.62,43.22,4.4798703,true
11828,8,90.97,20.31,4.4790745,false
15008,14,187.97,41.97,4.4786754,false
19384,7,119.71,26.73,4.4784884,false
11157,8,108.81999,24.3,4.478189,false
26240,14,194.84,43.51,4.478051,false
18475,11,182.21,40.7,4.4769044,false
24683,4,59.36,13.26,4.476621,false
16371,11,174.81,39.050003,4.476568,false
12970,15,163.06,36.43,4.475981,false
19725,19,229.76999,51.34,4.4754577,true
12456,8,98.409996,21.990002,4.4752154,false
21695,8,101.759995,22.740002,4.4749336,true
15592,11,145.38998,32.489998,4.474915,true
29490,19,265.62,59.36,4.4747305,false
15276,17,230.08,51.42,4.4745235,false
27227,7,79.06,17.67,4.47425,false
19253,6,81.95999,18.32,4.4737988,false
18760,17,243.09,54.34,4.4735003,false
17709,11,151.91,33.96,4.473204,true
15675,11,140.01001,31.3,4.473163,false
16430,7,83.96,18.77,4.4730954,false
16209,3,38.69,8.65,4.472832,false
17951,12,137.70999,30.79,4.4725556,true
24792,11,140.06999,31.32,4.472222,true
23824,17,177.68,39.730003,4.4721866,false
11559,14,171.12999,38.27,4.4716487,false
21060,11,141.69,31.689999,4.471127,false
13250,8,115.52999,25.84,4.470975,false
29600,13,172.70999,38.63,4.470877,true
16513,11,122.45,27.39,4.4706097,false
13402,9,110.6,24.74,4.4704933,true
12843,13,164.87,36.879997,4.4704447,false
19954,9,93.29,20.87,4.4700527,true
15200,11,137.26,30.71,4.469554,true
17505,9,105.34,23.57,4.4692407,false
25295,9,116.869995,26.150002,4.4692154,false
10735,6,58.050003,12.99,4.4688225,true
21899,5,69.22,15.49,4.4686894,true
13416,5,69.22,15.49,4.4686894,true
26949,14,190.08,42.54,4.468265,false
25756,8,84.44,18.899998,4.4677258,true
10543,5,59.729996,13.369999,4.4674644,false
14775,5,59.729996,13.369999,4.4674644,false
13264,7,81.659996,18.28,4.467177,true
14100,9,128.74,28.82,4.467037,false
16405,10,137.70999,30.83,4.466753,true
22455,9,121.17,27.130001,4.4662733,false
16246,15,197.79999,44.29,4.466019,true
27489,15,185.24,41.48,4.465767,false
29385,12,150.09999,33.62,4.4646044,false
20832,5,57.1,12.79,4.464425,false
13094,15,181.47,40.65,4.4642067,false
25813,6,95.259995,21.34,4.4639173,false
24830,9,124.97,28.0,4.4632144,true
15846,17,218.15,48.89,4.4620576,true
19872,9,117.159996,26.26,4.4615383,true
16298,14,169.67,38.030003,4.4614773,false
22538,6,72.04,16.15,4.4606814,false
24474,11,193.74,43.440002,4.4599447,false
25126,8,102.799995,23.05,4.45987,false
23791,8,98.07,21.99,4.4597545,false
14113,6,76.75,17.210001,4.459616,false
12927,15,196.30998,44.02,4.4595633,true
17683,8,111.61,25.03,4.459049,false
27831,9,113.08,25.36,4.4589906,true
28033,8,86.53999,19.41,4.458526,false
13690,20,227.28998,50.98,4.4584146,true
15788,8,108.78,24.400002,4.458196,false
10912,7,84.38999,18.929998,4.458003,false
21435,7,87.82,19.699999,4.457868,true
20471,8,102.74,23.050001,4.4572663,false
19278,8,102.73999,23.050001,4.4572663,false
11662,6,90.78,20.369999,4.456554,false
29278,4,55.75,12.51,4.4564347,false
25461,4,55.75,12.51,4.4564347,false
14225,4,55.75,12.51,4.4564347,false
23067,4,55.75,12.51,4.4564347,false
28203,7,68.31,15.33,4.4559684,false
13226,9,113.83,25.55,4.455186,false
10550,11,208.36,46.770004,4.4549923,false
17874,14,170.68001,38.32,4.454071,false
23374,5,59.46,13.349999,4.453933,false
13462,9,120.29,27.01,4.4535356,true
20281,12,143.67,32.26,4.453503,false
24745,12,154.09,34.600002,4.453468,false
16550,15,186.01999,41.77,4.453435,false
21720,9,114.630005,25.75,4.4516506,false
23793,7,100.78,22.64,4.4514136,false
11330,15,139.67998,31.380001,4.451242,true
21288,13,170.48,38.3,4.4511747,false
22201,14,182.04,40.899998,4.4508557,true
11814,9,100.270004,22.529999,4.450511,false
29716,7,90.20999,20.27,4.450419,true
11496,7,103.46999,23.25,4.450322,false
21158,21,253.02998,56.859997,4.4500527,true
29430,19,240.12,53.96,4.449963,false
21798,9,129.7,29.150002,4.4493995,false
14129,12,153.81001,34.57,4.449234,true
23016,17,233.00002,52.370003,4.449112,false
16115,15,218.48999,49.11,4.448992,false
20882,9,114.729996,25.79,4.448623,false
14814,9,133.59,30.029999,4.4485517,true
15133,8,107.609985,24.19,4.4485316,false
20273,5,62.229996,13.990001,4.448177,false
16336,5,62.229996,13.990001,4.448177,false
18815,7,89.27,20.07,4.4479322,false
12710,8,107.549995,24.18,4.4478908,true
18587,6,99.009995,22.26,4.4478884,true
16798,7,130.81,29.41,4.447807,false
12272,16,155.35999,34.93,4.447752,true
22203,13,193.21,43.44,4.4477444,true
11476,6,79.88,17.96,4.4476614,false
11991,12,137.20999,30.850002,4.4476495,false
27671,9,116.12,26.109999,4.4473386,false
19805,13,153.43,34.5,4.447246,false
22913,11,169.13998,38.04,4.4463716,false
16259,2,16.45,3.7,4.445946,true
16561,14,170.63,38.38,4.445805,true
12747,10,110.99999,24.97,4.4453344,false
19428,11,149.82999,33.71,4.444675,true
20522,17,234.85,52.839996,4.44455,false
28550,13,152.13,34.23,4.4443474,true
13728,4,66.22,14.900001,4.4442954,false
17679,9,96.78999,21.779999,4.4439855,false
21958,12,171.42,38.58,4.4432344,true
13563,7,100.5,22.62,4.4429708,true
10134,13,162.20999,36.510002,4.442892,true
27930,19,219.02002,49.3,4.442597,true
11665,11,173.38,39.03,4.442224,false
12552,5,87.729996,19.75,4.442025,false
12527,11,113.79999,25.619999,4.441842,false
23646,9,111.84,25.18,4.4416203,false
29687,11,158.93999,35.79,4.4409046,true
21283,7,115.5,26.01,4.4406,false
24593,10,140.45,31.630001,4.4404044,true
29519,14,156.07999,35.149998,4.440398,false
19280,13,209.98,47.29,4.440262,true
10991,7,88.31,19.89,4.4399195,false
28282,8,96.86,21.82,4.439047,false
19272,12,179.61,40.469997,4.4381027,false
19695,14,188.15999,42.4,4.4377356,true
18790,7,80.45,18.130001,4.437396,false
21871,7,83.24,18.76,4.4371,false
12463,11,133.85999,30.17,4.436857,false
27823,9,126.96999,28.619999,4.436408,false
24729,15,189.95,42.83,4.434975,false
11985,9,105.049995,23.689999,4.4343605,false
13173,8,117.11,26.41,4.434305,false
10307,4,48.23,10.88,4.4329042,false
28002,4,63.03,14.219999,4.4324894,false
25718,14,159.17,35.909996,4.4324703,false
12277,8,114.44,25.82,4.4322233,false
13160,11,147.89,33.37,4.431825,true
14423,10,133.95999,30.23,4.4313593,false
16048,8,106.07,23.939999,4.4306602,false
22051,5,54.179996,12.23,4.43009,false
26918,10,121.94,27.529999,4.42935,false
18715,6,70.47,15.91,4.42929,false
24778,12,141.90999,32.039997,4.429151,false
10136,6,69.67,15.73,4.4291162,false
25878,7,82.78001,18.689999,4.429107,false
26959,11,109.65,24.759998,4.428514,true
18977,10,120.61,27.239998,4.42768,false
21196,9,114.13,25.779999,4.4270754,false
22653,9,114.13,25.779999,4.4270754,false
27802,21,265.32,59.940002,4.4264264,true
21658,12,161.95,36.59,4.4260726,true
10743,20,251.29,56.780003,4.425678,true
15895,13,159.5,36.04,4.425638,true
26691,17,198.26,44.800003,4.425446,true
18126,17,249.13,56.31,4.4242587,true
27162,12,151.79001,34.31,4.4240746,false
18626,14,214.74,48.54,4.42398,true
12014,9,123.03,27.810001,4.423948,true
14077,16,198.12999,44.79,4.4235315,false
22671,5,62.149998,14.05,4.423487,false
23696,8,100.009995,22.61,4.4232635,false
19870,9,108.79999,24.599998,4.422764,false
29530,12,159.18,36.0,4.4216666,true
22194,9,111.42,25.2,4.421428,false
13587,6,93.2,21.08,4.4212523,false
15730,7,105.130005,23.779999,4.4209423,false
11611,12,176.47,39.92,4.4205914,false
17682,9,129.08,29.2,4.420548,true
10986,11,113.06999,25.580002,4.4202495,false
20142,10,118.02,26.7,4.4202247,false
19113,14,167.76999,37.96,4.419652,false
13191,9,104.25,23.59,4.4192452,false
24535,9,114.85,25.99,4.4190073,false
11812,5,61.29,13.870001,4.4188895,false
27813,14,189.81999,42.96,4.4185286,true
21940,17,259.0,58.620003,4.4182873,false
26345,9,94.89,21.48,4.417598,false
10642,21,270.65997,61.27,4.4174957,true
14499,5,96.96001,21.949999,4.4173126,false
28040,13,159.45,36.1,4.416898,false
23102,12,206.62,46.78,4.416845,false
14108,7,59.179996,13.4,4.4164176,true
24458,13,155.18,35.14,4.41605,true
19515,8,89.02,20.16,4.4156747,false
29207,6,89.45999,20.26,4.415597,false
26267,10,106.45,24.11,4.41518,false
25748,15,187.61,42.5,4.414353,false
17040,12,163.66998,37.08,4.413969,false
29271,5,57.73,13.08,4.4136086,false
11936,5,57.73,13.08,4.4136086,false
14506,5,57.73,13.08,4.4136086,false
24241,19,231.28,52.409996,4.4128985,true
11934,13,179.38,40.65,4.412792,false
26637,13,179.37999,40.65,4.4127917,false
23039,7,97.51999,22.1,4.412669,false
20807,6,74.13,16.8,4.4125,false
25598,13,118.380005,26.830002,4.412225,true
18109,7,92.520004,20.97,4.4120173,true
21453,13,148.37,33.63,4.4118342,false
17163,10,124.44,28.210001,4.4112015,false
15205,10,113.12999,25.65,4.410526,false
27518,16,239.12,54.22,4.4101806,false
19993,5,67.869995,15.39,4.410006,false
17357,13,197.6,44.809998,4.4097304,false
13842,7,97.409996,22.09,4.4096875,false
26500,12,179.25,40.649998,4.4095945,true
15209,6,65.79,14.919999,4.409518,false
19981,6,65.79,14.919999,4.409518,false
21536,16,199.53,45.249996,4.409503,false
25968,8,95.329994,21.619999,4.4093432,false
16878,12,170.20999,38.610004,4.4084425,false
21914,7,101.56,23.039999,4.407986,true
17812,8,82.64,18.75,4.4074664,false
11680,9,108.95,24.72,4.4073625,false
22112,6,92.770004,21.05,4.4071264,false
16007,9,130.45,29.599998,4.407095,true
14306,7,92.14,20.910002,4.4065037,false
19373,9,131.48999,29.84,4.406501,false
26589,8,119.899994,27.21,4.406468,false
29198,18,255.65,58.020004,4.406239,false
12543,7,88.649994,20.119999,4.4060636,false
15516,5,70.399994,15.98,4.4055066,false
20060,9,120.63,27.39,4.404162,false
16926,9,118.84,26.99,4.403112,false
14989,5,62.21,14.129999,4.4026895,false
13739,4,50.32,11.43,4.4024496,false
10518,4,50.32,11.43,4.4024496,false
11263,4,50.32,11.43,4.4024496,false
12058,4,50.32,11.43,4.4024496,false
14748,14,218.99998,49.75,4.40201,false
15913,12,150.46,34.18,4.4019895,true
24576,12,150.46,34.18,4.4019895,true
15015,10,107.1,24.329998,4.4019732,true
29219,12,165.94,37.7,4.4015913,false
17193,5,89.44,20.32,4.401575,false
13025,7,92.52,21.02,4.401522,false
14851,9,122.99999,27.95,4.4007154,true
17861,7,77.67,17.65,4.4005666,false
11437,5,95.270004,21.65,4.400462,false
23937,8,96.06,21.83,4.4003663,false
11431,9,101.99,23.18,4.399914,false
27522,9,101.99,23.18,4.399914,false
29105,7,152.29001,34.62,4.398903,false
10425,9,150.0,34.100002,4.3988266,false
11470,12,150.92,34.309998,4.398718,true
24670,3,44.69,10.16,4.398622,false
16665,3,44.69,10.16,4.398622,false
26092,16,205.59,46.74,4.3985877,true
23451,8,133.34999,30.319998,4.398087,false
17729,15,193.46,43.989998,4.397818,true
21742,7,120.36,27.369999,4.397516,false
20759,13,145.82,33.16,4.397467,false
18326,9,125.369995,28.51,4.397404,false
19168,12,157.49998,35.82,4.3969846,false
23740,5,68.15,15.5,4.3967743,false
22382,10,125.85,28.630001,4.3957386,true
24348,8,105.45,23.990002,4.3955812,true
22418,11,117.39,26.71,4.3949833,false
11627,8,116.979996,26.619999,4.39444,false
28431,9,131.37,29.9,4.3936453,true
19559,12,165.62,37.7,4.393103,false
27939,6,129.34,29.45,4.3918505,false
19948,14,180.63,41.129997,4.3916855,true
14743,4,45.32,10.32,4.391473,false
26128,4,45.32,10.32,4.391473,false
11050,14,157.87,35.95,4.3913765,false
25235,11,141.13,32.14,4.391102,false
14470,13,167.91,38.24,4.3909516,false
26764,5,61.510002,14.01,4.3904357,false
12231,3,29.24,6.66,4.3903904,true
27373,3,29.24,6.66,4.3903904,true
17699,4,55.129997,12.559999,4.3893313,true
11524,4,55.129997,12.559999,4.3893313,true
14887,4,55.129997,12.559999,4.3893313,true
18568,4,55.129997,12.559999,4.3893313,true
27933,4,55.129997,12.559999,4.3893313,true
11553,4,55.129997,12.559999,4.3893313,true
26385,4,55.129997,12.559999,4.3893313,true
15253,4,55.129997,12.559999,4.3893313,true
12087,4,55.129997,12.559999,4.3893313,true
15708,12,207.81001,47.350002,4.388807,false
15492,9,118.31999,26.96,4.388724,true
10507,11,161.23999,36.74,4.3886766,true
10526,7,132.23001,30.130001,4.3886495,false
22781,6,83.34,18.99,4.3886256,false
24975,13,133.23,30.36,4.3883395,true
17352,10,133.48,30.420002,4.3879023,true
12193,8,95.96,21.869999,4.387746,false
13616,11,130.13,29.659998,4.387391,false
19299,17,210.89998,48.07,4.3873515,false
23068,13,138.94,31.670002,4.387117,false
23966,7,100.84999,22.99,4.3866897,false
21562,8,92.37999,21.06,4.386514,false
22608,8,116.73,26.619999,4.3850493,false
25857,7,71.520004,16.31,4.3850403,false
21765,20,213.34999,48.66,4.3845043,false
29174,8,92.240005,21.039999,4.384031,false
25769,10,120.34,27.45,4.3839707,false
12476,17,204.33,46.61,4.3838234,true
22436,15,187.0,42.66,4.383497,false
17772,12,183.09,41.769997,4.38329,false
23637,13,161.90999,36.94,4.3830533,false
20973,5,67.06,15.299999,4.3830066,false
12508,17,237.69,54.229996,4.382999,false
19682,10,195.02998,44.51,4.381712,false
23503,5,71.86,16.4,4.3817077,false
24795,7,84.61,19.31,4.3816676,false
22756,10,118.159996,26.97,4.381164,true
20486,6,65.19,14.879999,4.3810487,false
17413,6,65.19,14.879999,4.3810487,false
19516,2,21.73,4.96,4.381048,false
28683,4,43.46,9.92,4.381048,false
24877,12,135.9,31.02,4.3810444,false
11839,11,152.18,34.739998,4.3805413,false
18591,8,157.33,35.92,4.3800116,false
21982,14,205.33998,46.890003,4.3791847,false
27845,8,101.72,23.23,4.3788204,true
11945,10,129.39,29.550001,4.37868,true
12749,14,165.16002,37.72,4.378579,true
14714,10,165.16,37.72,4.378579,false
12947,14,208.59,47.640003,4.3784633,true
20667,6,79.98999,18.27,4.378215,true
22656,14,191.59,43.760002,4.378199,false
26251,2,36.82,8.41,4.3781214,false
20792,20,203.48999,46.48,4.3780117,true
16860,7,91.98,21.009998,4.377916,false
19166,7,92.88,21.220001,4.3770022,false
